YEAR,HAULJOIN,STRATUM,STATIONID,SPECIES_CODE,SEX,LENGTH,WEIGHT,AGE,SPECIMENID
2002,1117213,20,P-18,21720,1,180,48,1,305
2002,1117213,20,P-18,21720,1,310,268,3,306
2002,1117213,20,P-18,21720,1,290,232,3,307
2002,1117213,20,P-18,21720,1,540,1772,7,308
2002,1117213,20,P-18,21720,1,620,2564,6,309
2002,1117213,20,P-18,21720,1,640,2756,6,310
2002,1117213,20,P-18,21720,1,650,2748,6,311
2002,1117213,20,P-18,21720,1,640,3314,7,312
2002,1117213,20,P-18,21720,1,600,2202,5,313
2002,1117213,20,P-18,21720,1,590,2500,4,314
2002,1117213,20,P-18,21720,1,380,552,3,315
2002,1117213,20,P-18,21720,2,320,288,3,317
2002,1117213,20,P-18,21720,2,370,504,3,318
2002,1117213,20,P-18,21720,2,510,1312,4,319
2002,1117213,20,P-18,21720,2,570,1902,5,320
2002,1117213,20,P-18,21720,2,620,2758,6,321
2002,1117213,20,P-18,21720,2,720,3892,6,322
2002,1117213,20,P-18,21720,2,660,3192,7,323
2002,1117213,20,P-18,21720,2,270,190,2,324
2002,1117213,20,P-18,21720,2,260,150,2,325
2002,1117213,20,P-18,21720,2,360,472,2,326
2002,1117213,20,P-18,21720,2,250,126,2,327
2002,1117213,20,P-18,21720,2,350,404,3,328
2002,1117213,20,P-18,21720,2,300,260,2,329
2002,1117213,20,P-18,21720,2,310,278,2,330
2002,1117213,20,P-18,21720,2,280,198,2,331
2002,1117213,20,P-18,21720,2,330,358,2,332
2002,1117213,20,P-18,21720,2,480,1078,5,333
2002,1117213,20,P-18,21720,2,380,518,3,334
2002,1117213,20,P-18,21720,2,410,662,4,335
2002,1117213,20,P-18,21720,2,440,880,4,336
2002,1117213,20,P-18,21720,2,690,3598,7,337
2002,1117213,20,P-18,21720,2,610,2370,6,338
2002,1117213,20,P-18,21720,2,660,3236,6,339
2002,1117213,20,P-18,21720,2,160,32,1,340
2002,1117218,41,K-18,21720,1,430,960,4,341
2002,1117218,41,K-18,21720,1,510,1358,4,342
2002,1117218,41,K-18,21720,1,390,564,3,343
2002,1117218,41,K-18,21720,1,400,592,3,344
2002,1117218,41,K-18,21720,1,470,1094,4,345
2002,1117218,41,K-18,21720,1,550,1624,4,346
2002,1117218,41,K-18,21720,1,420,808,3,347
2002,1117218,41,K-18,21720,1,320,286,3,348
2002,1117218,41,K-18,21720,1,380,518,3,349
2002,1117218,41,K-18,21720,1,290,244,2,350
2002,1117218,41,K-18,21720,1,340,396,2,351
2002,1117218,41,K-18,21720,1,590,2114,4,352
2002,1117218,41,K-18,21720,1,300,240,2,353
2002,1117218,41,K-18,21720,1,540,1682,4,354
2002,1117218,41,K-18,21720,1,450,912,4,355
2002,1117218,41,K-18,21720,1,500,1380,4,356
2002,1117218,41,K-18,21720,2,500,948,4,357
2002,1117218,41,K-18,21720,2,390,590,3,358
2002,1117218,41,K-18,21720,2,420,760,3,359
2002,1117218,41,K-18,21720,2,290,230,2,360
2002,1117218,41,K-18,21720,2,450,920,4,361
2002,1117218,41,K-18,21720,2,390,640,3,362
2002,1117218,41,K-18,21720,2,520,1564,6,363
2002,1117218,41,K-18,21720,2,310,244,2,364
2002,1117218,41,K-18,21720,2,300,244,2,365
2002,1117218,41,K-18,21720,2,320,334,2,366
2002,1117218,41,K-18,21720,2,340,376,3,367
2002,1117218,41,K-18,21720,2,360,432,3,368
2002,1117218,41,K-18,21720,2,470,962,4,369
2002,1117218,41,K-18,21720,2,430,968,4,370
2002,1117218,41,K-18,21720,2,260,182,2,371
2002,1117218,41,K-18,21720,2,330,358,3,372
2002,1117218,41,K-18,21720,2,490,1334,4,373
2002,1117218,41,K-18,21720,2,570,2174,5,374
2002,1117218,41,K-18,21720,2,480,1166,4,375
2002,1117218,41,K-18,21720,2,370,486,3,376
2002,1117218,41,K-18,21720,2,420,776,3,377
2002,1117218,41,K-18,21720,2,630,3176,6,378
2002,1117218,41,K-18,21720,2,560,1882,6,379
2002,1117231,41,P-20,21720,1,310,318,2,380
2002,1117231,41,P-20,21720,1,300,278,2,381
2002,1117231,41,P-20,21720,1,340,382,3,382
2002,1117231,41,P-20,21720,1,330,336,2,383
2002,1117231,41,P-20,21720,1,480,1088,4,384
2002,1117231,41,P-20,21720,1,370,524,3,385
2002,1117231,41,P-20,21720,1,600,2330,5,386
2002,1117231,41,P-20,21720,1,460,1070,4,387
2002,1117231,41,P-20,21720,1,450,962,4,388
2002,1117231,41,P-20,21720,1,430,896,3,389
2002,1117231,41,P-20,21720,1,440,798,4,390
2002,1117231,41,P-20,21720,1,510,1378,4,391
2002,1117231,41,P-20,21720,1,360,472,3,392
2002,1117231,41,P-20,21720,1,470,1092,4,393
2002,1117231,41,P-20,21720,1,320,344,2,394
2002,1117231,41,P-20,21720,1,350,404,3,395
2002,1117231,41,P-20,21720,1,280,234,2,396
2002,1117231,41,P-20,21720,1,390,548,3,397
2002,1117231,41,P-20,21720,1,160,36,1,398
2002,1117231,41,P-20,21720,1,150,34,1,399
2002,1117231,41,P-20,21720,2,490,1288,4,400
2002,1117231,41,P-20,21720,2,360,482,3,401
2002,1117231,41,P-20,21720,2,450,888,4,402
2002,1117231,41,P-20,21720,2,420,812,3,403
2002,1117231,41,P-20,21720,2,440,764,4,404
2002,1117231,41,P-20,21720,2,520,1660,4,405
2002,1117231,41,P-20,21720,2,370,508,3,406
2002,1117231,41,P-20,21720,2,380,534,3,407
2002,1117231,41,P-20,21720,2,480,1322,4,408
2002,1117231,41,P-20,21720,2,390,628,3,409
2002,1117231,41,P-20,21720,2,410,732,3,410
2002,1117231,41,P-20,21720,2,400,744,3,411
2002,1117231,41,P-20,21720,2,580,2312,4,412
2002,1117231,41,P-20,21720,2,470,1142,4,413
2002,1117231,41,P-20,21720,2,500,1434,4,414
2002,1117231,41,P-20,21720,2,340,392,3,415
2002,1117231,41,P-20,21720,2,600,2420,5,416
2002,1117231,41,P-20,21720,2,430,986,3,417
2002,1117231,41,P-20,21720,2,310,328,2,418
2002,1117231,41,P-20,21720,2,260,162,2,419
2002,1117231,41,P-20,21720,2,670,3508,6,420
2002,1117255,10,H-10,21720,2,480,976,4,117
2002,1117255,10,H-10,21720,2,400,608,3,118
2002,1117255,10,H-10,21720,2,630,2716,6,119
2002,1117255,10,H-10,21720,2,500,1082,4,120
2002,1117255,10,H-10,21720,2,420,712,3,121
2002,1117255,10,H-10,21720,2,210,90,1,122
2002,1117255,10,H-10,21720,2,560,1620,5,123
2002,1117255,10,H-10,21720,2,480,1144,4,124
2002,1117255,10,H-10,21720,2,310,270,2,125
2002,1117255,10,H-10,21720,2,520,1402,5,126
2002,1117255,10,H-10,21720,2,690,3480,7,127
2002,1117255,10,H-10,21720,2,460,950,4,128
2002,1117255,10,H-10,21720,2,360,400,3,129
2002,1117255,10,H-10,21720,2,440,808,4,130
2002,1117255,10,H-10,21720,2,200,70,1,131
2002,1117255,10,H-10,21720,1,420,792,3,132
2002,1117255,10,H-10,21720,1,620,2586,7,133
2002,1117255,10,H-10,21720,1,520,1412,4,134
2002,1117255,10,H-10,21720,1,430,716,4,135
2002,1117255,10,H-10,21720,1,210,84,1,136
2002,1117255,10,H-10,21720,1,350,408,3,137
2002,1117255,10,H-10,21720,1,200,70,1,138
2002,1117255,10,H-10,21720,1,290,242,2,139
2002,1117255,10,H-10,21720,1,300,244,2,140
2002,1117261,10,J-15,21720,2,770,5602,6,1
2002,1117261,10,J-15,21720,2,610,2514,6,2
2002,1117261,10,J-15,21720,2,680,4056,6,3
2002,1117261,10,J-15,21720,2,600,2188,6,4
2002,1117261,10,J-15,21720,2,320,360,3,5
2002,1117261,10,J-15,21720,2,340,384,3,6
2002,1117261,10,J-15,21720,2,300,268,2,7
2002,1117261,10,J-15,21720,2,270,210,2,8
2002,1117261,10,J-15,21720,2,280,204,2,9
2002,1117261,10,J-15,21720,2,140,20,1,10
2002,1117261,10,J-15,21720,2,180,52,1,11
2002,1117261,10,J-15,21720,2,170,40,1,12
2002,1117261,10,J-15,21720,2,710,3804,6,13
2002,1117261,10,J-15,21720,2,540,1616,5,14
2002,1117261,10,J-15,21720,2,570,2230,6,15
2002,1117261,10,J-15,21720,2,330,334,2,16
2002,1117261,10,J-15,21720,2,280,218,2,17
2002,1117261,10,J-15,21720,2,270,190,3,18
2002,1117261,10,J-15,21720,2,310,280,2,19
2002,1117261,10,J-15,21720,2,240,132,2,20
2002,1117261,10,J-15,21720,2,220,104,2,21
2002,1117265,10,I-14,21720,2,410,730,4,22
2002,1117265,10,I-14,21720,2,290,212,2,23
2002,1117265,10,I-14,21720,2,500,1158,5,24
2002,1117265,10,I-14,21720,2,360,426,3,25
2002,1117265,10,I-14,21720,2,350,418,3,26
2002,1117265,10,I-14,21720,2,510,1382,4,27
2002,1117265,10,I-14,21720,2,330,302,2,28
2002,1117265,10,I-14,21720,2,310,284,3,29
2002,1117265,10,I-14,21720,2,430,774,5,30
2002,1117265,10,I-14,21720,2,210,76,2,31
2002,1117265,10,I-14,21720,2,220,88,2,32
2002,1117265,10,I-14,21720,1,470,922,4,33
2002,1117265,10,I-14,21720,1,420,798,3,34
2002,1117265,10,I-14,21720,1,290,222,3,35
2002,1117265,10,I-14,21720,1,230,102,2,36
2002,1117265,10,I-14,21720,1,340,366,3,37
2002,1117265,10,I-14,21720,1,190,60,1,38
2002,1117265,10,I-14,21720,1,360,490,3,39
2002,1117265,10,I-14,21720,1,200,74,1,40
2002,1117265,10,I-14,21720,1,260,138,2,41
2002,1117265,10,I-14,21720,1,450,856,5,42
2002,1117265,10,I-14,21720,1,390,560,3,43
2002,1117265,10,I-14,21720,1,350,480,3,44
2002,1117265,10,I-14,21720,1,180,40,1,45
2002,1117265,10,I-14,21720,1,320,320,3,46
2002,1117265,10,I-14,21720,1,210,74,2,47
2002,1117267,10,H-15,21720,1,480,1076,4,48
2002,1117267,10,H-15,21720,1,370,432,3,49
2002,1117267,10,H-15,21720,1,300,260,3,50
2002,1117267,10,H-15,21720,1,170,36,1,51
2002,1117267,10,H-15,21720,1,140,22,1,52
2002,1117267,10,H-15,21720,1,160,36,1,53
2002,1117267,10,H-15,21720,1,150,26,1,54
2002,1117267,10,H-15,21720,2,460,934,4,55
2002,1117267,10,H-15,21720,2,590,2272,5,56
2002,1117267,10,H-15,21720,2,190,56,1,57
2002,1117267,10,H-15,21720,2,160,32,1,58
2002,1117267,10,H-15,21720,2,150,30,1,59
2002,1117267,10,H-15,21720,2,200,68,1,60
2002,1117270,10,G-15,21720,2,570,2000,5,61
2002,1117270,10,G-15,21720,3,110,12,1,62
2002,1117270,10,G-15,21720,3,90,6,1,63
2002,1117270,10,G-15,21720,3,120,14,1,64
2002,1117270,10,G-15,21720,3,130,20,1,65
2002,1117270,10,G-15,21720,3,100,8,1,66
2002,1117274,31,I-12,21720,2,490,1124,4,67
2002,1117274,31,I-12,21720,2,440,902,3,68
2002,1117274,31,I-12,21720,2,390,558,4,69
2002,1117274,31,I-12,21720,2,620,2550,6,70
2002,1117274,31,I-12,21720,2,520,1312,5,71
2002,1117274,31,I-12,21720,2,470,1022,4,72
2002,1117274,31,I-12,21720,2,420,664,3,73
2002,1117274,31,I-12,21720,2,450,996,4,74
2002,1117274,31,I-12,21720,2,370,484,3,75
2002,1117274,31,I-12,21720,2,380,492,3,76
2002,1117274,31,I-12,21720,1,990,NA,12,77
2002,1117274,31,I-12,21720,1,490,1208,6,78
2002,1117274,31,I-12,21720,1,590,2208,6,79
2002,1117274,31,I-12,21720,1,520,1392,5,80
2002,1117274,31,I-12,21720,1,400,588,4,81
2002,1117274,31,I-12,21720,1,380,514,3,82
2002,1117289,10,I-10,21720,2,340,312,2,83
2002,1117289,10,I-10,21720,2,340,388,3,84
2002,1117289,10,I-10,21720,2,390,570,3,85
2002,1117289,10,I-10,21720,2,360,408,3,86
2002,1117289,10,I-10,21720,2,300,252,3,87
2002,1117289,10,I-10,21720,2,550,1702,4,88
2002,1117289,10,I-10,21720,2,970,NA,8,89
2002,1117289,10,I-10,21720,2,680,3002,7,90
2002,1117289,10,I-10,21720,2,570,1982,7,91
2002,1117289,10,I-10,21720,2,430,702,4,92
2002,1117289,10,I-10,21720,2,400,576,3,93
2002,1117289,10,I-10,21720,2,330,318,3,94
2002,1117289,10,I-10,21720,2,280,208,2,95
2002,1117289,10,I-10,21720,2,270,186,2,96
2002,1117289,10,I-10,21720,2,200,60,1,97
2002,1117289,10,I-10,21720,2,120,12,1,98
2002,1117289,10,I-10,21720,1,750,4790,7,99
2002,1117289,10,I-10,21720,1,640,3092,8,100
2002,1117289,10,I-10,21720,1,650,3026,6,101
2002,1117289,10,I-10,21720,1,570,2228,7,102
2002,1117289,10,I-10,21720,1,630,2622,7,103
2002,1117289,10,I-10,21720,1,470,992,5,104
2002,1117289,10,I-10,21720,1,380,504,3,105
2002,1117289,10,I-10,21720,1,360,456,3,106
2002,1117289,10,I-10,21720,1,370,490,3,107
2002,1117289,10,I-10,21720,1,310,280,2,108
2002,1117289,10,I-10,21720,1,320,322,3,109
2002,1117289,10,I-10,21720,1,280,220,2,110
2002,1117289,10,I-10,21720,1,340,352,2,111
2002,1117289,10,I-10,21720,1,300,240,2,112
2002,1117289,10,I-10,21720,1,330,340,3,113
2002,1117289,10,I-10,21720,1,390,538,3,114
2002,1117289,10,I-10,21720,1,220,98,1,115
2002,1117289,10,I-10,21720,1,190,66,1,116
2002,1117298,31,Z-05,21720,2,480,1062,4,174
2002,1117298,31,Z-05,21720,2,580,2018,6,175
2002,1117298,31,Z-05,21720,2,820,6390,7,176
2002,1117298,31,Z-05,21720,1,570,1942,5,177
2002,1117298,31,Z-05,21720,1,490,1224,4,178
2002,1117298,31,Z-05,21720,1,750,4720,8,179
2002,1117299,31,A-06,21720,2,700,4244,6,180
2002,1117299,31,A-06,21720,2,530,1708,4,181
2002,1117300,31,B-06,21720,2,590,2480,5,183
2002,1117300,31,B-06,21720,1,520,1552,4,184
2002,1117302,31,E-08,21720,2,570,2278,5,185
2002,1117302,31,E-08,21720,2,630,3266,6,186
2002,1117302,31,E-08,21720,2,840,8525,7,187
2002,1117302,31,E-08,21720,2,750,6080,7,188
2002,1117302,31,E-08,21720,2,780,6830,7,189
2002,1117302,31,E-08,21720,2,470,1170,4,190
2002,1117302,31,E-08,21720,2,500,1322,4,191
2002,1117302,31,E-08,21720,2,400,690,4,192
2002,1117302,31,E-08,21720,2,390,642,3,193
2002,1117302,31,E-08,21720,2,330,358,2,194
2002,1117302,31,E-08,21720,2,310,288,2,195
2002,1117302,31,E-08,21720,2,320,262,2,196
2002,1117302,31,E-08,21720,2,270,176,2,197
2002,1117302,31,E-08,21720,1,620,3140,5,198
2002,1117302,31,E-08,21720,1,590,3050,5,199
2002,1117302,31,E-08,21720,1,630,3570,6,200
2002,1117302,31,E-08,21720,1,790,6370,7,201
2002,1117302,31,E-08,21720,1,640,2600,6,202
2002,1117302,31,E-08,21720,1,540,1898,5,203
2002,1117302,31,E-08,21720,1,510,1256,4,204
2002,1117302,31,E-08,21720,1,460,1008,4,205
2002,1117302,31,E-08,21720,1,340,386,3,206
2002,1117302,31,E-08,21720,1,300,256,2,207
2002,1117302,31,E-08,21720,1,320,300,2,208
2002,1117302,31,E-08,21720,1,290,220,2,209
2002,1117302,31,E-08,21720,1,280,186,2,210
2002,1117305,10,J-08,21720,1,160,30,1,211
2002,1117305,10,J-08,21720,1,180,50,1,212
2002,1117305,10,J-08,21720,1,440,900,4,213
2002,1117305,10,J-08,21720,1,410,660,3,214
2002,1117305,10,J-08,21720,1,440,840,4,215
2002,1117305,10,J-08,21720,2,170,40,1,216
2002,1117305,10,J-08,21720,2,490,1152,4,217
2002,1117305,10,J-08,21720,2,270,140,2,218
2002,1117305,10,J-08,21720,2,180,52,1,219
2002,1117305,10,J-08,21720,2,160,30,1,220
2002,1117305,10,J-08,21720,2,210,78,1,221
2002,1117328,20,Q-19,21720,2,340,380,3,289
2002,1117328,20,Q-19,21720,2,260,158,2,290
2002,1117328,20,Q-19,21720,2,260,162,2,291
2002,1117328,20,Q-19,21720,2,300,254,3,292
2002,1117328,20,Q-19,21720,2,700,4390,9,294
2002,1117328,20,Q-19,21720,2,640,3048,6,295
2002,1117328,20,Q-19,21720,2,270,188,2,296
2002,1117328,20,Q-19,21720,1,490,1144,5,298
2002,1117328,20,Q-19,21720,1,280,206,2,299
2002,1117328,20,Q-19,21720,1,260,160,2,300
2002,1117328,20,Q-19,21720,1,290,218,2,301
2002,1117328,20,Q-19,21720,1,180,52,1,302
2002,1117344,41,P-21,21720,2,480,1196,4,333
2002,1117344,41,P-21,21720,2,280,196,2,334
2002,1117344,41,P-21,21720,2,520,1556,5,335
2002,1117344,41,P-21,21720,2,500,1224,4,336
2002,1117344,41,P-21,21720,2,470,1144,4,337
2002,1117344,41,P-21,21720,2,380,568,3,338
2002,1117344,41,P-21,21720,2,620,2300,6,339
2002,1117344,41,P-21,21720,2,470,1112,4,340
2002,1117344,41,P-21,21720,2,400,598,3,341
2002,1117344,41,P-21,21720,2,430,976,4,342
2002,1117344,41,P-21,21720,2,460,1108,4,343
2002,1117344,41,P-21,21720,2,140,20,1,344
2002,1117344,41,P-21,21720,3,110,12,0,345
2002,1117344,41,P-21,21720,1,450,1010,4,346
2002,1117344,41,P-21,21720,1,450,1030,4,347
2002,1117344,41,P-21,21720,1,410,714,3,348
2002,1117344,41,P-21,21720,1,420,792,4,349
2002,1117344,41,P-21,21720,1,160,36,1,350
2002,1117344,41,P-21,21720,1,470,1160,4,351
2002,1117344,41,P-21,21720,1,500,1292,5,352
2002,1117344,41,P-21,21720,1,460,910,4,353
2002,1117344,41,P-21,21720,1,410,672,3,354
2002,1117344,41,P-21,21720,1,430,764,4,355
2002,1117344,41,P-21,21720,1,370,516,3,356
2002,1117344,41,P-21,21720,1,380,612,3,357
2002,1117344,41,P-21,21720,1,330,340,2,358
2002,1117344,41,P-21,21720,1,250,136,2,359
2002,1117345,41,S-23,21720,2,590,2410,5,360
2002,1117345,41,S-23,21720,2,490,1628,4,361
2002,1117345,41,S-23,21720,2,500,1300,4,362
2002,1117345,41,S-23,21720,2,550,1894,5,363
2002,1117345,41,S-23,21720,2,570,2248,5,364
2002,1117345,41,S-23,21720,2,610,2832,6,365
2002,1117345,41,S-23,21720,2,440,822,3,366
2002,1117345,41,S-23,21720,2,570,2028,5,367
2002,1117345,41,S-23,21720,2,440,918,4,368
2002,1117345,41,S-23,21720,2,580,2390,7,369
2002,1117345,41,S-23,21720,1,590,2406,6,370
2002,1117345,41,S-23,21720,1,680,3466,7,371
2002,1117345,41,S-23,21720,1,610,3070,6,372
2002,1117345,41,S-23,21720,1,670,3460,8,373
2002,1117345,41,S-23,21720,1,570,2096,6,374
2002,1117345,41,S-23,21720,1,620,2536,7,375
2002,1117345,41,S-23,21720,1,490,1286,6,376
2002,1117345,41,S-23,21720,1,550,1880,5,377
2002,1117346,41,R-23,21720,2,560,2012,6,378
2002,1117346,41,R-23,21720,2,700,3388,7,379
2002,1117346,41,R-23,21720,2,610,2350,5,380
2002,1117346,41,R-23,21720,2,660,3060,7,381
2002,1117346,41,R-23,21720,2,410,732,3,382
2002,1117346,41,R-23,21720,2,600,NA,6,383
2002,1117346,41,R-23,21720,1,360,430,2,384
2002,1117346,41,R-23,21720,1,480,1184,4,385
2002,1117346,41,R-23,21720,1,650,NA,7,386
2002,1117346,41,R-23,21720,1,530,1682,6,387
2002,1117346,41,R-23,21720,1,690,3442,6,388
2002,1117346,41,R-23,21720,1,630,NA,7,389
2002,1117346,41,R-23,21720,3,120,16,1,390
2002,1117346,41,R-23,21720,3,110,10,1,391
2002,1117349,43,P-23,21720,2,400,656,3,393
2002,1117349,43,P-23,21720,2,680,3830,7,394
2002,1117349,43,P-23,21720,2,530,1720,5,396
2002,1117349,43,P-23,21720,2,710,4454,9,397
2002,1117349,43,P-23,21720,2,770,6240,7,398
2002,1117349,43,P-23,21720,2,590,2746,6,399
2002,1117349,43,P-23,21720,2,520,1480,4,400
2002,1117349,43,P-23,21720,2,920,11075,10,401
2002,1117349,43,P-23,21720,2,580,1930,5,402
2002,1117349,43,P-23,21720,2,530,1626,3,403
2002,1117349,43,P-23,21720,1,410,774,3,404
2002,1117349,43,P-23,21720,1,610,2638,8,405
2002,1117349,43,P-23,21720,1,400,620,3,406
2002,1117349,43,P-23,21720,1,540,1666,5,408
2002,1117349,43,P-23,21720,1,500,1452,4,409
2002,1117349,43,P-23,21720,1,390,634,3,410
2002,1117349,43,P-23,21720,1,670,3794,7,411
2002,1117349,43,P-23,21720,1,610,2706,6,412
2002,1117349,43,P-23,21720,1,380,578,3,413
2002,1117349,43,P-23,21720,1,620,3040,8,414
2002,1117349,43,P-23,21720,1,310,294,3,415
2002,1117349,43,P-23,21720,1,640,3160,7,416
2002,1117349,43,P-23,21720,1,650,3042,8,417
2002,1117349,43,P-23,21720,1,560,2014,5,418
2002,1117352,41,M-23,21720,2,710,4994,8,419
2002,1117352,41,M-23,21720,2,550,1820,4,420
2002,1117352,41,M-23,21720,2,760,5800,7,421
2002,1117352,41,M-23,21720,2,540,1794,4,422
2002,1117352,41,M-23,21720,1,820,5500,9,423
2002,1117352,41,M-23,21720,1,820,9505,9,424
2002,1117352,41,M-23,21720,1,650,2880,6,425
2002,1117352,41,M-23,21720,1,510,1570,4,426
2002,1117352,41,M-23,21720,1,600,2670,6,427
2002,1117376,43,QP2726,21720,1,580,2518,5,541
2002,1117376,43,QP2726,21720,1,590,2548,6,542
2002,1117376,43,QP2726,21720,1,690,3614,6,543
2002,1117376,43,QP2726,21720,2,650,3686,7,544
2002,1117381,90,T-28,21720,1,440,962,3,545
2002,1117381,90,T-28,21720,1,510,1346,5,546
2002,1117381,90,T-28,21720,2,290,246,3,547
2002,1117390,31,I-03,21720,1,380,590,3,230
2002,1117390,31,I-03,21720,1,250,170,2,231
2002,1117390,31,I-03,21720,1,350,458,3,232
2002,1117390,31,I-03,21720,1,250,150,2,233
2002,1117390,31,I-03,21720,1,370,510,3,234
2002,1117411,42,G-21,21720,2,260,NA,3,428
2002,1117411,42,G-21,21720,2,540,1884,4,429
2002,1117411,42,G-21,21720,2,380,570,3,430
2002,1117411,42,G-21,21720,2,370,502,3,431
2002,1117411,42,G-21,21720,2,340,382,3,432
2002,1117411,42,G-21,21720,2,300,286,2,433
2002,1117411,42,G-21,21720,2,350,428,2,434
2002,1117411,42,G-21,21720,2,510,1442,4,435
2002,1117411,42,G-21,21720,2,630,2636,5,436
2002,1117411,42,G-21,21720,2,440,808,4,437
2002,1117411,42,G-21,21720,2,290,262,2,438
2002,1117411,42,G-21,21720,2,320,346,2,439
2002,1117411,42,G-21,21720,2,390,682,3,440
2002,1117411,42,G-21,21720,1,550,1864,4,442
2002,1117411,42,G-21,21720,1,390,636,3,443
2002,1117411,42,G-21,21720,1,310,326,2,444
2002,1117411,42,G-21,21720,1,380,628,3,445
2002,1117411,42,G-21,21720,1,470,1092,4,446
2002,1117411,42,G-21,21720,1,370,580,3,447
2002,1117411,42,G-21,21720,1,320,346,2,449
2002,1117412,42,HG2221,21720,1,420,836,3,450
2002,1117412,42,HG2221,21720,1,410,626,3,451
2002,1117412,42,HG2221,21720,1,330,368,3,452
2002,1117412,42,HG2221,21720,1,300,276,2,453
2002,1117412,42,HG2221,21720,1,410,726,3,454
2002,1117412,42,HG2221,21720,1,340,414,3,455
2002,1117412,42,HG2221,21720,1,360,530,3,456
2002,1117412,42,HG2221,21720,1,560,1972,5,457
2002,1117412,42,HG2221,21720,1,650,3134,5,458
2002,1117412,42,HG2221,21720,1,480,1276,4,459
2002,1117412,42,HG2221,21720,1,570,2074,5,460
2002,1117412,42,HG2221,21720,1,480,1160,4,461
2002,1117412,42,HG2221,21720,2,400,698,3,462
2002,1117412,42,HG2221,21720,2,360,492,3,463
2002,1117412,42,HG2221,21720,2,510,1414,4,464
2002,1117412,42,HG2221,21720,2,520,1638,5,465
2002,1117412,42,HG2221,21720,2,500,1226,4,466
2002,1117412,42,HG2221,21720,2,310,294,2,468
2002,1117415,61,M-25,21720,2,720,4298,6,469
2002,1117415,61,M-25,21720,2,950,12830,12,470
2002,1117415,61,M-25,21720,2,470,1226,4,471
2002,1117415,61,M-25,21720,2,650,3804,6,472
2002,1117415,61,M-25,21720,2,660,3220,6,473
2002,1117415,61,M-25,21720,2,540,1886,4,474
2002,1117415,61,M-25,21720,2,790,6750,8,475
2002,1117415,61,M-25,21720,2,630,3092,6,476
2002,1117415,61,M-25,21720,2,480,1226,4,477
2002,1117415,61,M-25,21720,2,490,1468,5,478
2002,1117420,61,J-24,21720,2,640,3386,5,479
2002,1117420,61,J-24,21720,2,740,4224,8,480
2002,1117420,61,J-24,21720,2,640,3416,6,481
2002,1117420,61,J-24,21720,2,970,9340,10,482
2002,1117420,61,J-24,21720,1,730,4882,7,483
2002,1117420,61,J-24,21720,1,640,3562,6,484
2002,1117420,61,J-24,21720,1,760,6120,7,485
2002,1117425,61,G-24,21720,2,460,1012,3,486
2002,1117425,61,G-24,21720,2,670,3814,6,487
2002,1117425,61,G-24,21720,2,690,4760,7,488
2002,1117425,61,G-24,21720,2,560,1942,5,489
2002,1117425,61,G-24,21720,2,450,1074,4,490
2002,1117425,61,G-24,21720,2,720,4484,7,491
2002,1117425,61,G-24,21720,2,580,2342,5,492
2002,1117425,61,G-24,21720,2,560,1850,4,493
2002,1117425,61,G-24,21720,2,590,2852,4,494
2002,1117425,61,G-24,21720,2,700,5624,6,495
2002,1117425,61,G-24,21720,1,430,982,3,496
2002,1117425,61,G-24,21720,1,420,830,4,497
2002,1117425,61,G-24,21720,1,500,1582,4,498
2002,1117425,61,G-24,21720,1,510,1620,5,499
2002,1117425,61,G-24,21720,1,540,2108,4,500
2002,1117425,61,G-24,21720,1,400,646,3,502
2002,1117425,61,G-24,21720,1,760,6860,7,503
2002,1117425,61,G-24,21720,1,780,6610,9,504
2002,1117425,61,G-24,21720,1,660,3556,5,506
2002,1117425,61,G-24,21720,1,530,1750,4,507
2002,1117425,61,G-24,21720,1,640,3352,5,508
2002,1117425,61,G-24,21720,1,630,3016,5,509
2002,1117425,61,G-24,21720,1,680,3840,6,510
2002,1117425,61,G-24,21720,1,750,5574,7,511
2002,1117425,61,G-24,21720,1,740,5204,7,512
2002,1117425,61,G-24,21720,1,530,1702,4,513
2002,1117436,50,E-21,21720,1,510,1520,3,514
2002,1117436,50,E-21,21720,1,630,3036,5,515
2002,1117436,50,E-21,21720,1,690,4572,5,516
2002,1117436,50,E-21,21720,1,700,4184,7,517
2002,1117436,50,E-21,21720,1,760,4396,7,518
2002,1117436,50,E-21,21720,1,710,4632,7,519
2002,1117436,50,E-21,21720,1,490,1360,4,520
2002,1117436,50,E-21,21720,1,660,4324,5,521
2002,1117436,50,E-21,21720,1,630,3190,6,522
2002,1117436,50,E-21,21720,1,770,5508,7,523
2002,1117436,50,E-21,21720,1,640,2970,6,525
2002,1117436,50,E-21,21720,2,630,2882,5,526
2002,1117436,50,E-21,21720,2,670,3424,6,527
2002,1117436,50,E-21,21720,2,650,3398,6,528
2002,1117436,50,E-21,21720,2,580,2256,5,529
2002,1117436,50,E-21,21720,2,540,1850,5,530
2002,1117436,50,E-21,21720,2,660,3652,6,531
2002,1117436,50,E-21,21720,2,690,3776,6,532
2002,1117436,50,E-21,21720,2,700,4244,6,533
2002,1117436,50,E-21,21720,2,630,2934,6,534
2002,1117436,50,E-21,21720,2,600,2666,6,535
2002,1117436,50,E-21,21720,2,760,5566,7,536
2002,1117436,50,E-21,21720,2,680,3386,7,537
2002,1117436,50,E-21,21720,2,780,6435,7,538
2002,1117436,50,E-21,21720,2,760,4882,9,539
